created_on,device_type,id,operating_system
2016-04-08 06:53:17.300,iOS,1171,7
2016-08-12 03:09:04.200,iOS,1172,7
2016-08-18 14:33:45.200,Android,1173,Jawbreaker
2015-12-23 07:56:20.400,Android,1174,Lollipop
2016-12-05 19:43:52.100,Android,1175,Jawbreaker
2016-12-11 14:46:49.100,Android,1176,KitKat
2016-05-20 13:51:09.300,iOS,1177,9
2016-04-15 20:55:41.300,Android,1178,KitKat
2017-01-25 18:38:01.100,Android,1179,Lollipop
2015-11-06 12:59:14.400,Amazon Fire,1180,Fire1
2016-03-25 19:20:38.300,Android,1181,KitKat
2016-09-14 19:27:28.200,iOS,1182,9
2015-11-08 16:35:33.400,iOS,1183,10
2016-12-01 08:41:16.100,Android,1184,Jawbreaker
2016-04-02 00:12:06.300,iOS,1185,7
2014-09-21 12:34:51.800,iOS,1186,7
2014-06-16 01:34:44.800,Android,1187,KitKat
2016-11-11 15:29:08.100,Android,1188,Jawbreaker
2016-12-22 16:46:10.100,Android,1189,KitKat
2016-10-07 08:40:41.200,Android,1190,KitKat
2015-11-16 12:15:43.400,iOS,1191,9
2016-06-13 22:14:52.300,iOS,1192,9
2015-07-31 01:11:56.500,Android,1193,Jawbreaker
2016-10-25 02:47:53.200,iOS,1194,20
2014-04-21 15:28:11.900,Android,1195,Jawbreaker
2016-05-01 13:43:38.300,Android,1196,Lollipop
2017-02-04 10:25:49.100,iOS,1197,9
2016-02-22 21:47:01.300,Android,1198,Lollipop
2014-12-12 08:02:01.700,Android,1199,Jawbreaker
2015-04-22 16:12:08.600,Android,1200,Jawbreaker
2016-07-07 22:48:02.200,Android,1201,Marshmallow
2016-11-19 03:01:03.100,iOS,1202,8
2015-12-04 07:38:51.400,iOS,1203,9
2016-07-16 06:30:01.200,Android,1204,Marshmallow
2016-11-13 13:45:28.100,Android,1205,KitKat
2015-11-09 21:13:35.400,iOS,1206,7
2016-09-30 11:20:31.200,Android,1207,Marshmallow
2015-11-12 09:21:58.400,Android,1208,KitKat
2016-09-09 21:34:08.200,Android,1209,Marshmallow
2016-11-27 19:09:11.100,iOS,1210,7
2015-04-11 15:25:59.600,Amazon Fire,1211,Fire2
2016-12-28 03:15:57.100,iOS,1212,20
2015-12-13 06:55:48.400,iOS,1213,9
2016-12-04 18:38:53.100,iOS,1214,10
2016-12-14 04:07:49.100,iOS,1215,20
2016-10-05 08:57:43.200,iOS,1216,9
2014-10-31 08:49:45.700,Android,1217,Jawbreaker
2015-10-02 16:36:29.500,iOS,1218,8
2016-12-11 03:09:10.100,iOS,1219,9
2015-12-22 08:22:30.400,Android,1220,Lollipop
2016-07-24 03:15:17.200,Android,1221,Marshmallow
2015-08-18 22:58:29.500,iOS,1222,8
2017-01-24 14:00:16.100,Android,1223,Marshmallow
2016-04-08 06:33:11.300,iOS,1224,9
2016-05-11 05:10:21.300,iOS,1225,9
2017-02-16 22:57:02.100,iOS,1226,8
2016-06-10 05:53:13.300,Android,1227,Marshmallow
2016-11-10 21:36:48.100,Amazon Fire,1228,Fire1
2014-10-17 04:54:00.700,Android,1229,KitKat
2015-12-06 13:23:36.400,iOS,1230,7
2014-07-02 08:19:51.800,Amazon Fire,1231,Fire2
2015-11-19 08:23:20.400,iOS,1232,7
2016-03-11 10:48:07.300,iOS,1233,7
2017-01-04 15:04:51.100,iOS,1234,9
2017-02-26 16:46:44.100,Android,1235,Lollipop
2016-09-13 18:51:42.200,Android,1236,Marshmallow
2016-09-12 07:13:13.200,iOS,1237,10
2016-05-05 19:20:12.300,Android,1238,KitKat
2016-03-29 14:08:58.300,Amazon Fire,1239,Fire2
2017-01-22 05:04:44.100,Android,1240,Marshmallow
2015-08-22 09:06:37.500,Amazon Fire,1241,Inferno
2015-12-23 23:23:24.400,iOS,1242,9
2016-01-23 19:47:15.400,Android,1243,Lollipop
2016-01-05 07:15:39.400,Android,1244,Marshmallow
2016-07-03 19:31:50.200,iOS,1245,7
2015-04-09 07:32:03.600,iOS,1246,7
2014-12-02 11:18:49.700,Amazon Fire,1247,Inferno
2015-10-10 14:02:03.500,iOS,1248,9
2016-01-21 18:57:14.400,Android,1249,Jawbreaker
2017-01-20 14:18:59.100,Android,1250,Jawbreaker
2017-02-12 22:11:00.100,iOS,1251,7
2016-11-23 21:47:34.100,iOS,1252,9
2016-05-27 03:31:57.300,iOS,1253,20
2016-03-03 03:46:46.300,iOS,1254,10
2017-02-05 14:19:26.100,Amazon Fire,1255,Fire1
2015-11-12 10:12:53.400,Android,1256,Marshmallow
2016-08-11 13:46:27.200,Android,1257,Lollipop
2014-10-06 00:33:13.800,iOS,1258,7
2016-12-18 00:11:01.100,Amazon Fire,1259,Inferno
2016-07-29 21:41:12.200,Android,1260,Marshmallow
2014-04-10 12:08:51.900,Android,1261,KitKat
2016-08-21 05:21:24.200,iOS,1262,20
2016-10-12 15:22:07.200,Android,1263,Lollipop
2016-11-07 04:37:29.100,Android,1264,KitKat
2016-10-17 20:54:22.200,Android,1265,Marshmallow
2016-04-05 15:36:30.300,Amazon Fire,1266,Fire1
2015-12-16 14:42:31.400,iOS,1267,7
2016-05-28 14:56:59.300,iOS,1268,10
2016-06-20 21:30:32.300,Android,1269,KitKat
2016-07-07 21:06:46.200,iOS,1270,20
2014-10-08 10:01:28.800,Amazon Fire,1271,Inferno
2016-11-23 13:51:05.100,iOS,1272,10
2016-09-16 13:22:13.200,Android,1273,Jawbreaker
2016-08-05 15:56:47.200,iOS,1274,8
2016-09-19 12:51:49.200,Android,1275,Lollipop
2016-08-04 15:18:44.200,Android,1276,Marshmallow
2014-10-09 05:26:58.800,iOS,1277,10
2015-05-01 18:06:49.600,Android,1278,KitKat
2016-12-29 15:48:50.100,iOS,1279,10
2016-02-15 01:35:38.400,Android,1280,Jawbreaker
2017-01-14 08:00:38.100,Amazon Fire,1281,Fire2
2016-08-21 03:50:42.200,iOS,1282,8
2015-10-23 19:31:54.400,Android,1283,Marshmallow
2016-10-16 00:55:18.200,iOS,1284,20
2017-01-23 21:39:16.100,iOS,1285,20
2015-02-01 12:58:30.700,Android,1286,Marshmallow
2013-12-12 03:32:06.000,iOS,1287,9
2016-03-02 07:41:40.300,Android,1288,Marshmallow
2017-01-19 12:46:43.100,Android,1289,Marshmallow
2016-01-11 19:07:50.400,iOS,1290,10
2015-07-03 03:55:08.500,Amazon Fire,1291,Inferno
2016-11-10 01:12:01.100,iOS,1292,8
2015-03-21 09:55:11.600,Android,1293,Lollipop
2016-12-20 19:26:26.100,iOS,1294,20
2016-09-05 16:00:06.200,iOS,1295,7
2014-03-16 01:57:22.900,Android,1296,KitKat
2016-09-24 05:26:42.200,Android,1297,KitKat
2016-07-20 16:33:12.200,iOS,1298,10
2016-07-28 04:17:10.200,iOS,1299,9
2014-12-26 04:37:47.700,iOS,1300,7
2016-10-03 06:53:12.200,iOS,1301,8
2015-03-18 00:21:27.600,iOS,1302,8
2016-06-24 21:11:58.200,Android,1303,Jawbreaker
2017-01-03 02:57:02.100,iOS,1304,7
2016-01-26 21:56:24.400,Android,1305,Lollipop
2016-01-01 10:24:57.400,Android,1306,Lollipop
2016-10-29 19:48:25.100,Android,1307,Jawbreaker
2016-07-26 05:59:31.200,iOS,1308,10
2016-05-24 05:32:25.300,iOS,1309,8
2017-01-30 01:43:15.100,Android,1310,Jawbreaker
2015-10-16 12:13:01.500,iOS,1311,8
2015-04-26 21:26:01.600,iOS,1312,20
2016-02-12 23:06:57.400,Amazon Fire,1313,Fire1
2016-07-12 13:22:48.200,iOS,1314,9
2013-12-28 00:19:42.000,Android,1315,KitKat
2016-05-15 19:37:56.300,Android,1316,Marshmallow
2016-11-04 21:58:31.100,iOS,1317,9
2016-07-25 05:18:06.200,iOS,1318,10
2017-02-09 10:08:13.100,Android,1319,Marshmallow
2016-05-11 19:15:23.300,Amazon Fire,1320,Inferno
2016-04-08 00:04:05.300,iOS,1321,10
2016-05-26 11:11:17.300,iOS,1322,8
2015-06-25 13:51:10.500,iOS,1323,20
2015-11-09 14:20:41.400,Android,1324,KitKat
2016-06-02 20:15:49.300,iOS,1325,10
2016-07-21 06:00:13.200,Amazon Fire,1326,Fire2
2014-10-14 09:59:31.700,iOS,1327,9
2017-02-27 19:53:27.100,Android,1328,KitKat
2014-01-29 06:56:32.000,iOS,1329,20
2016-09-20 16:12:15.200,iOS,1330,7
2016-11-24 14:27:14.100,iOS,1331,7
2016-10-07 05:42:44.200,iOS,1332,8
2017-02-26 05:38:25.100,Android,1333,Marshmallow
2015-03-09 02:43:52.600,iOS,1334,10
2016-08-22 06:44:59.200,iOS,1335,10
2015-08-02 02:04:37.500,Android,1336,KitKat
2016-05-14 04:13:31.300,iOS,1337,10
2015-11-16 01:53:24.400,Android,1338,Jawbreaker
2016-09-11 00:24:21.200,Android,1339,KitKat
2017-01-08 20:07:40.100,Android,1340,Lollipop
2016-07-15 22:49:14.200,Android,1341,KitKat
2016-12-26 02:02:41.100,Android,1342,Lollipop
2016-06-04 10:20:00.300,iOS,1343,10
2016-08-13 21:00:36.200,iOS,1344,9
2016-09-17 22:46:48.200,iOS,1345,9
2017-01-28 18:03:49.100,Android,1346,Jawbreaker
2015-09-29 15:05:47.500,Android,1347,KitKat
2017-01-01 11:38:43.100,iOS,1348,10
2016-12-21 19:46:43.100,iOS,1349,9
2016-12-04 08:58:46.100,Android,1350,KitKat
2016-11-15 10:36:14.100,iOS,1351,7
2016-11-03 08:39:30.100,iOS,1352,10
2014-07-22 18:45:02.800,Android,1353,Jawbreaker
2017-02-12 23:13:09.100,iOS,1354,20
2016-08-06 18:11:47.200,iOS,1355,8
2014-12-30 14:36:19.700,Android,1356,Jawbreaker
2016-12-15 23:00:14.100,iOS,1357,7
2017-02-01 22:05:26.100,iOS,1358,8
2017-01-22 03:49:05.100,iOS,1359,7
2016-12-29 09:08:11.100,Android,1360,Marshmallow
2015-09-28 04:25:07.500,Android,1361,Lollipop
2016-07-17 23:45:00.200,Android,1362,KitKat
2016-05-28 08:12:17.300,Android,1363,KitKat
2016-06-29 14:19:39.200,iOS,1364,20
2015-05-23 11:54:40.600,iOS,1365,9
2016-12-28 12:17:19.100,iOS,1366,10
2016-07-11 15:46:26.200,Android,1367,Jawbreaker
2016-05-04 22:00:24.300,iOS,1368,8
2015-11-12 04:28:15.400,Amazon Fire,1369,Inferno
2016-04-07 16:26:42.300,Android,1370,Jawbreaker
2015-07-10 01:03:02.500,Android,1371,Marshmallow
2014-09-26 23:11:44.800,Amazon Fire,1372,Fire2
2016-06-18 09:55:40.300,Android,1373,Lollipop
2016-11-28 02:23:19.100,iOS,1374,20
2016-02-02 11:05:43.400,Amazon Fire,1375,Fire2
2016-10-16 11:19:26.200,Android,1376,KitKat
2016-09-29 08:25:35.200,Android,1377,KitKat
2017-01-15 05:58:24.100,Android,1378,Marshmallow
2016-07-09 13:19:07.200,iOS,1379,9
2016-06-18 09:48:27.300,iOS,1380,20
2016-08-14 08:36:22.200,Amazon Fire,1381,Fire1
2016-05-17 14:13:39.300,Android,1382,Marshmallow
2016-10-27 23:14:43.100,Android,1383,Lollipop
2017-02-06 21:09:02.100,Android,1384,KitKat
2015-04-19 01:13:06.600,Android,1385,Marshmallow
2017-01-29 05:50:46.100,Android,1386,Marshmallow
2017-01-29 06:52:07.100,iOS,1387,7
2016-10-06 06:35:40.200,iOS,1388,10
2016-09-09 21:09:49.200,Android,1389,Marshmallow
2014-07-02 09:30:17.800,iOS,1390,7
2016-01-07 20:42:27.400,Android,1391,KitKat
2016-12-17 22:46:11.100,Amazon Fire,1392,Inferno
2017-01-27 18:18:03.100,iOS,1393,20
2015-05-30 14:11:27.600,iOS,1394,8
2016-08-18 01:06:48.200,Android,1395,Lollipop
2016-03-23 16:40:04.300,iOS,1396,9
2016-08-10 13:47:18.200,iOS,1397,10
2016-11-05 20:21:47.100,Android,1398,Marshmallow
2016-09-04 14:26:05.200,Android,1399,Lollipop
2016-03-24 14:57:19.300,iOS,1400,7
2017-01-01 00:09:59.100,Android,1401,KitKat
2016-01-08 01:41:29.400,Android,1402,KitKat
2016-06-17 07:21:13.300,Amazon Fire,1403,Inferno
2015-09-17 16:43:32.500,Android,1404,KitKat
2015-08-24 02:17:32.500,iOS,1405,7
2015-06-28 17:51:19.500,Amazon Fire,1406,Fire1
2015-12-27 04:27:01.400,iOS,1407,10
2016-08-14 06:27:34.200,iOS,1408,7
2016-05-26 04:34:07.300,Android,1409,KitKat
2016-08-26 17:08:18.200,Amazon Fire,1410,Fire2
2017-01-04 22:50:05.100,Android,1411,KitKat
2016-11-20 21:46:51.100,Android,1412,Marshmallow
2017-01-04 08:01:48.100,Android,1413,KitKat
2017-01-23 09:05:07.100,Amazon Fire,1414,Fire1
2016-09-06 20:53:59.200,iOS,1415,10
2017-02-11 17:22:03.100,Android,1416,KitKat
2016-02-21 20:51:48.300,Android,1417,Jawbreaker
2016-05-22 10:28:28.300,iOS,1418,20
2015-07-06 01:33:59.500,iOS,1419,8
2016-04-20 21:05:04.300,Android,1420,Marshmallow
2016-07-02 09:47:05.200,iOS,1421,10
2016-06-26 10:36:55.200,iOS,1422,20
2016-04-23 22:34:50.300,Android,1423,Lollipop
2015-08-19 05:10:49.500,iOS,1424,7
2016-05-08 04:54:00.300,iOS,1425,8
2016-11-27 04:14:52.100,Amazon Fire,1426,Inferno
2015-08-06 12:55:15.500,iOS,1427,7
2017-02-28 16:04:58.100,Android,1428,Lollipop
2017-02-17 17:03:32.100,Android,1429,KitKat
2016-07-28 01:23:44.200,Android,1430,Jawbreaker
2016-09-23 04:18:32.200,iOS,1431,9
2017-02-26 19:54:31.100,Android,1432,Jawbreaker
2015-05-21 13:30:02.600,iOS,1433,20
2016-10-23 06:23:08.200,iOS,1434,7
2016-03-10 03:58:46.300,Android,1435,Jawbreaker
2016-10-11 14:17:52.200,Android,1436,KitKat
2016-09-03 22:31:34.200,Android,1437,Marshmallow
2016-03-14 12:44:10.300,iOS,1438,10
2016-05-10 03:37:52.300,Amazon Fire,1439,Fire2
2016-09-14 16:14:55.200,Android,1440,KitKat
2016-05-11 19:10:13.300,iOS,1441,7
2015-12-04 03:45:51.400,Android,1442,KitKat
2016-04-29 09:36:47.300,Amazon Fire,1443,Fire2
2016-09-29 08:08:53.200,iOS,1444,20
2014-11-22 19:00:26.700,iOS,1445,10
2014-01-30 12:09:22.000,iOS,1446,8
2015-11-17 05:53:17.400,Android,1447,KitKat
2013-11-17 02:00:09.000,iOS,1448,9
2016-09-01 22:02:43.200,iOS,1449,10
2016-02-23 15:14:27.300,Android,1450,Lollipop
2016-06-21 23:19:34.300,iOS,1451,20
2017-01-18 19:10:51.100,iOS,1452,7
2016-12-13 08:37:33.100,Android,1453,Jawbreaker
2015-07-25 22:32:48.500,Android,1454,Lollipop
2016-08-26 03:47:59.200,Android,1455,Jawbreaker
2016-10-27 08:31:02.100,Amazon Fire,1456,Inferno
2017-01-21 05:03:07.100,Amazon Fire,1457,Inferno
2016-10-19 00:12:02.200,Android,1458,Lollipop
2016-08-11 05:44:23.200,Android,1459,Jawbreaker
2015-07-22 19:03:45.500,iOS,1460,20
2015-02-17 07:47:35.600,Android,1461,KitKat
2016-01-07 23:06:47.400,Amazon Fire,1462,Fire2
2016-07-04 16:41:19.200,Amazon Fire,1463,Inferno
2017-01-15 08:23:41.100,iOS,1464,7
2016-06-25 01:04:04.200,Android,1465,Marshmallow
2015-12-26 08:19:33.400,iOS,1466,9
2017-01-22 18:06:49.100,iOS,1467,20
2017-02-11 05:35:47.100,Android,1468,Lollipop
2016-07-01 06:48:34.200,Android,1469,Marshmallow
2016-12-27 10:37:51.100,iOS,1470,7
2016-03-10 00:36:38.300,iOS,1471,7
2016-02-23 10:08:46.300,Android,1472,Lollipop
2016-08-12 13:47:40.200,Android,1473,KitKat
2015-05-19 16:25:57.600,iOS,1474,20
2016-11-02 09:11:54.100,Android,1475,KitKat
2017-01-06 12:00:34.100,Android,1476,Jawbreaker
2017-02-26 08:11:33.100,iOS,1477,8
2016-09-16 03:13:30.200,Android,1478,KitKat
2016-11-25 11:19:36.100,iOS,1479,9
2016-05-19 03:09:36.300,iOS,1480,8
2015-11-02 05:51:36.400,Android,1481,KitKat
2014-11-24 20:57:30.700,Android,1482,Marshmallow
2015-09-17 17:52:58.500,Android,1483,Jawbreaker
2015-11-17 05:12:29.400,Android,1484,Marshmallow
2014-09-12 17:52:53.800,iOS,1485,10
2016-09-04 20:35:08.200,Android,1486,KitKat
2015-05-08 23:08:23.600,Android,1487,Lollipop
2016-11-05 10:03:49.100,Android,1488,KitKat
2016-04-27 05:04:42.300,Android,1489,Jawbreaker
2016-07-05 05:22:18.200,Android,1490,Jawbreaker
2015-09-29 02:33:38.500,iOS,1491,9
2016-08-27 17:23:02.200,Android,1492,KitKat
2016-09-17 12:33:48.200,iOS,1493,9
2016-05-21 02:55:06.300,iOS,1494,8
2015-07-23 23:40:33.500,Amazon Fire,1495,Inferno
2015-06-15 00:01:54.600,iOS,1496,7
2017-01-26 19:17:12.100,iOS,1497,9
2016-09-03 00:25:17.200,iOS,1498,9
2015-11-17 20:16:15.400,Android,1499,KitKat
2016-02-24 07:25:31.300,Android,1500,Lollipop
2015-11-16 04:01:38.400,Amazon Fire,1501,Fire2
2016-12-16 19:37:12.100,iOS,1502,7
2015-11-18 20:06:30.400,iOS,1503,7
2015-05-13 01:26:45.600,Android,1504,Lollipop
2017-01-11 00:35:18.100,Android,1505,Lollipop
2016-09-09 14:11:53.200,Android,1506,Marshmallow
2016-04-05 14:09:49.300,Android,1507,Jawbreaker
2016-10-10 10:37:59.200,Amazon Fire,1508,Fire1
2017-02-02 21:21:23.100,Android,1509,Lollipop
2016-11-26 18:45:14.100,Android,1510,Jawbreaker
2017-02-20 16:58:23.100,Android,1511,Lollipop
2017-02-23 20:12:38.100,Android,1512,Marshmallow
2015-02-28 04:19:19.600,iOS,1513,20
2016-07-07 16:25:37.200,Amazon Fire,1514,Inferno
2016-02-29 21:23:12.300,Android,1515,Jawbreaker
2017-01-30 10:22:00.100,iOS,1516,20
2016-10-28 04:34:21.100,iOS,1517,8
2016-09-12 01:48:59.200,iOS,1518,20
2016-12-31 18:56:38.100,iOS,1519,9
2016-03-29 20:40:39.300,Android,1520,KitKat
2015-08-14 02:50:36.500,Android,1521,Marshmallow
2017-02-11 11:09:57.100,iOS,1522,20
2016-03-11 06:49:36.300,Android,1523,Lollipop
2016-04-22 18:57:40.300,iOS,1524,7
2016-03-24 07:50:49.300,iOS,1525,8
2017-01-13 12:11:11.100,iOS,1526,9
2016-07-19 17:16:10.200,Amazon Fire,1527,Fire1
2017-01-31 15:50:57.100,iOS,1528,9
2016-02-04 02:20:31.400,Amazon Fire,1529,Inferno
2016-12-07 22:07:54.100,Android,1530,Jawbreaker
2017-01-27 04:20:49.100,iOS,1531,10
2017-02-15 01:18:18.100,Android,1532,Lollipop
2016-12-15 22:11:31.100,Android,1533,KitKat
2014-03-27 15:19:30.900,Android,1534,Jawbreaker
2016-12-12 12:33:35.100,Android,1535,Jawbreaker
2016-11-15 20:26:05.100,Android,1536,KitKat
2016-12-17 16:08:24.100,iOS,1537,7
2016-11-19 02:41:13.100,iOS,1538,20
2016-09-22 15:57:42.200,Android,1539,Lollipop
2016-04-23 18:22:19.300,Android,1540,Jawbreaker
2016-05-15 18:26:14.300,iOS,1541,10
2016-04-03 01:29:04.300,iOS,1542,7
2016-05-23 20:42:50.300,Android,1543,KitKat
2014-12-26 17:47:42.700,Android,1544,Lollipop
2016-12-31 17:18:11.100,iOS,1545,7
2016-12-03 01:44:46.100,Amazon Fire,1546,Fire1
2016-05-28 06:00:19.300,iOS,1547,20
2016-10-09 04:51:33.200,iOS,1548,10
2016-05-08 13:26:36.300,iOS,1549,10
2016-07-11 20:32:52.200,Android,1550,KitKat
2015-05-26 19:22:24.600,iOS,1551,10
2016-07-27 19:27:34.200,iOS,1552,20
2015-11-17 12:13:42.400,iOS,1553,9
2014-11-19 15:38:10.700,Android,1554,KitKat
2016-06-12 06:24:17.300,Amazon Fire,1555,Inferno
2016-10-22 20:26:07.200,iOS,1556,7
2017-01-25 07:56:42.100,Android,1557,Jawbreaker
2016-07-06 20:47:14.200,iOS,1558,20
2016-12-19 18:49:55.100,iOS,1559,7
2015-10-16 18:56:29.500,Amazon Fire,1560,Fire1
2014-08-25 15:32:30.800,iOS,1561,10
2016-10-28 10:55:54.100,iOS,1562,20
2016-12-28 18:22:51.100,Android,1563,KitKat
2015-08-24 17:22:04.500,Android,1564,KitKat
2016-08-01 19:03:09.200,Android,1565,KitKat
2016-05-03 05:58:31.300,Android,1566,Marshmallow
2016-06-13 01:29:42.300,Android,1567,Jawbreaker
2014-11-23 13:06:53.700,iOS,1568,10
2016-08-25 16:36:17.200,iOS,1569,10
2015-11-19 17:34:46.400,iOS,1570,10
2015-10-30 07:44:59.400,iOS,1571,7
2016-05-13 15:33:26.300,iOS,1572,7
2015-12-25 06:50:10.400,iOS,1573,9
2015-11-04 06:28:16.400,Android,1574,Jawbreaker
2016-08-29 19:28:17.200,iOS,1575,10
2016-12-25 11:52:33.100,iOS,1576,10
2016-09-15 02:19:26.200,iOS,1577,9
2016-10-11 10:08:46.200,iOS,1578,9
2017-01-31 20:02:48.100,iOS,1579,9
2016-07-18 11:59:54.200,Amazon Fire,1580,Fire1
2015-12-17 20:03:46.400,iOS,1581,10
2016-05-14 14:29:40.300,iOS,1582,9
2016-03-19 20:50:58.300,Android,1583,Lollipop
2016-03-08 07:34:43.300,iOS,1584,20
2014-12-23 03:10:44.700,Android,1585,Marshmallow
2015-12-20 08:35:22.400,iOS,1586,8
2015-02-18 04:47:14.600,iOS,1587,9
2016-07-07 09:17:23.200,iOS,1588,7
2016-05-29 13:04:38.300,iOS,1589,7
2015-09-13 01:12:13.500,Android,1590,Marshmallow
2016-03-10 04:07:34.300,Android,1591,KitKat
2016-12-02 21:06:57.100,iOS,1592,10
2017-02-13 04:03:28.100,iOS,1593,7
2017-01-30 08:34:57.100,iOS,1594,7
2016-12-29 13:19:10.100,Amazon Fire,1595,Fire1
2016-10-16 00:57:14.200,iOS,1596,9
2016-05-16 11:29:44.300,Amazon Fire,1597,Fire1
2016-12-21 10:52:17.100,Android,1598,Lollipop
2017-01-22 18:52:14.100,Android,1599,Marshmallow
2016-12-26 04:10:03.100,Android,1600,Lollipop
2017-02-07 23:56:43.100,Android,1601,KitKat
2015-07-17 12:39:07.500,iOS,1602,9
2016-12-10 07:25:41.100,Android,1603,Marshmallow
2017-01-25 15:19:33.100,iOS,1604,7
2016-06-20 21:23:12.300,Android,1605,KitKat
2015-11-16 21:37:24.400,iOS,1606,8
2016-11-16 18:27:01.100,Android,1607,Marshmallow
2016-09-02 14:58:26.200,Android,1608,Jawbreaker
2016-12-03 06:41:22.100,Android,1609,KitKat
2016-01-08 06:23:05.400,Android,1610,Lollipop
2015-10-31 18:55:05.400,Android,1611,KitKat
2015-12-14 20:35:42.400,iOS,1612,9
2017-02-25 02:24:52.100,iOS,1613,9
2014-12-05 16:03:47.700,iOS,1614,9
2016-04-13 21:04:42.300,iOS,1615,9
2016-02-25 21:21:37.300,iOS,1616,7
2016-01-23 22:26:58.400,Android,1617,Jawbreaker
2016-01-17 22:18:32.400,Android,1618,Marshmallow
2016-07-17 23:53:34.200,Android,1619,Lollipop
2015-10-15 19:57:31.500,iOS,1620,20
2016-01-20 19:08:31.400,Android,1621,Lollipop
2016-05-16 11:44:08.300,Android,1622,Jawbreaker
2015-10-25 11:30:34.400,iOS,1623,9
2016-07-27 11:42:49.200,Android,1624,Marshmallow
2016-01-18 09:46:29.400,iOS,1625,9
2016-12-23 07:30:41.100,Android,1626,Jawbreaker
2015-12-09 10:18:48.400,iOS,1627,10
2015-12-27 19:47:22.400,Android,1628,Marshmallow
2016-11-13 12:39:34.100,iOS,1629,7
2015-11-09 16:09:22.400,iOS,1630,9
2014-07-02 18:43:17.800,Amazon Fire,1631,Inferno
2016-05-31 20:38:56.300,iOS,1632,9
2014-07-27 04:22:45.800,iOS,1633,8
2016-05-23 13:40:08.300,iOS,1634,20
2016-10-19 21:47:02.200,Android,1635,Jawbreaker
2016-11-16 04:52:26.100,iOS,1636,8
2016-08-19 11:18:57.200,iOS,1637,20
2015-12-15 01:01:51.400,iOS,1638,8
2016-08-19 19:07:53.200,Android,1639,Marshmallow
2017-02-13 22:56:30.100,Android,1640,Lollipop
2016-11-19 00:22:07.100,Android,1641,Jawbreaker
2016-08-16 02:20:54.200,iOS,1642,8
2014-06-08 15:58:27.800,iOS,1643,8
2016-11-06 03:12:52.100,iOS,1644,7
2015-11-23 06:52:18.400,Android,1645,Marshmallow
2016-01-23 18:15:31.400,iOS,1646,20
2015-10-26 09:02:31.400,Amazon Fire,1647,Fire2
2016-08-25 23:23:44.200,iOS,1648,8
2015-11-17 15:18:48.400,iOS,1649,7
2015-06-23 08:41:10.500,iOS,1650,10
2015-10-29 20:27:03.400,Android,1651,Lollipop
2016-12-11 22:58:11.100,Android,1652,Jawbreaker
2016-09-29 17:38:06.200,iOS,1653,8
2016-08-21 21:30:56.200,Amazon Fire,1654,Fire1
2014-10-23 17:02:24.700,iOS,1655,7
2017-02-04 20:35:16.100,iOS,1656,9
2015-11-13 05:05:28.400,iOS,1657,20
2016-11-12 05:20:25.100,iOS,1658,7
2017-02-21 03:25:09.100,Android,1659,Lollipop
2015-05-05 18:44:41.600,Android,1660,Lollipop
2016-01-24 08:41:06.400,iOS,1661,7
2015-12-06 14:30:34.400,iOS,1662,9
2016-08-28 19:27:52.200,Android,1663,Lollipop
2015-10-22 15:17:42.400,Amazon Fire,1664,Fire1
2016-06-27 19:42:41.200,Android,1665,Marshmallow
2016-09-04 00:33:22.200,iOS,1666,9
2016-09-25 05:50:14.200,iOS,1667,20
2015-11-29 15:21:57.400,Android,1668,Marshmallow
2016-06-03 09:59:14.300,Android,1669,Jawbreaker
2017-01-23 18:53:10.100,Android,1670,Marshmallow
2016-07-14 21:15:47.200,iOS,1671,9
2016-02-02 07:30:30.400,iOS,1672,10
2016-12-12 06:47:13.100,iOS,1673,10
2015-12-16 10:26:24.400,iOS,1674,20
2016-07-24 12:14:16.200,Amazon Fire,1675,Fire1
2016-04-26 22:46:30.300,iOS,1676,8
2017-01-03 09:33:19.100,Android,1677,Jawbreaker
2015-11-24 13:22:39.400,iOS,1678,8
2016-06-21 10:28:35.300,iOS,1679,10
2016-01-24 04:52:22.400,Android,1680,Jawbreaker
2016-05-29 16:32:11.300,Android,1681,Marshmallow
2016-05-10 05:13:52.300,Android,1682,Lollipop
2014-03-15 02:17:48.900,iOS,1683,7
2015-11-07 12:36:49.400,iOS,1684,7
2016-10-02 17:10:20.200,Android,1685,KitKat
2016-12-04 13:15:39.100,iOS,1686,7
2017-01-06 10:07:19.100,iOS,1687,8
2016-04-23 03:49:18.300,Android,1688,Marshmallow
2016-12-26 16:13:11.100,iOS,1689,7
2015-08-26 09:50:10.500,Android,1690,Lollipop
2016-03-19 02:34:12.300,iOS,1691,7
2016-08-31 07:25:46.200,Android,1692,Jawbreaker
2016-10-26 00:04:42.200,iOS,1693,10
2016-08-03 20:16:17.200,iOS,1694,20
2015-03-15 05:01:08.600,Android,1695,KitKat
2016-09-12 13:25:38.200,Android,1696,Marshmallow
2015-11-28 05:29:10.400,iOS,1697,9
2016-02-28 04:49:01.300,Amazon Fire,1698,Fire1
2015-01-25 12:30:06.700,Android,1699,Jawbreaker
2017-02-12 11:09:47.100,iOS,1700,8
2017-02-06 10:15:32.100,iOS,1701,9
2016-05-22 21:38:12.300,iOS,1702,10
2016-09-02 06:28:57.200,iOS,1703,20
2016-10-11 08:54:55.200,iOS,1704,10
2016-07-27 16:39:26.200,Android,1705,Jawbreaker
