created_on,campaign,device_id
1/23/17 4:03,XUL7TT,442
2/26/17 17:09,15R3D0,3856
6/7/16 15:24,RK2JMQ,4146
12/4/16 6:02,DMWLE1,509
10/27/15 15:10,AEJF2Y,254
4/2/16 0:12,AKO0SH,1185
3/18/16 4:40,FE91LN,876
11/10/15 18:30,ZGJ4CZ,4444
7/29/14 6:14,9NCC6I,3957
2/14/17 22:15,AI5SZ4,4832
11/30/16 12:04,HLWXVF,448
7/26/16 5:59,1UV5W9,1308
2/27/17 12:08,DGLPMQ,4674
4/9/16 9:39,TVGAEO,3301
1/5/16 12:04,R6T7R0,599
10/4/14 21:58,EJ2PRK,2263
2/12/17 17:56,JFJFGZ,3733
5/5/15 18:44,YEB8I4,1660
1/9/17 20:24,D8IC8B,3404
2/18/15 4:01,1TNQYO,2850
3/11/16 14:22,QY02HA,85
5/7/16 14:21,LASSQ7,3365
8/2/15 4:20,D48AHX,4025
3/23/16 20:12,1UV5W9,4698
8/1/16 15:38,DMWLE1,3921
1/14/17 15:11,Q9M5DZ,347
6/27/16 19:42,5MNE1Q,1665
3/28/14 16:30,INNIQD,865
8/25/16 2:06,UROFMZ,3577
1/24/17 20:37,SE5X9U,1039
6/28/16 0:35,E35Y1Z,4068
2/5/17 5:37,TJ5GIL,2829
2/13/14 19:52,VX597U,3230
7/1/16 6:48,BW2R0T,1469
2/28/17 9:36,5MNE1Q,301
4/7/14 14:39,XGB35V,460
7/23/15 9:45,QY02HA,3751
12/1/14 17:01,DGLPMQ,4364
8/17/16 22:50,6XC4I2,295
4/11/16 15:05,ZGJ4CZ,777
5/3/15 19:48,5MNE1Q,2490
11/10/16 9:42,VX597U,4922
8/20/16 3:47,QY02HA,4428
11/24/16 0:00,RVHAGO,174
3/19/14 6:50,1ZDQF0,337
4/13/16 21:06,0837KH,4185
10/30/16 1:33,INNIQD,1073
6/8/16 17:37,IWTQ5T,175
1/28/16 13:50,EH7LXL,3003
10/6/16 9:17,VR88YD,3888
9/17/16 15:27,DB2JA9,2398
9/13/16 18:20,3J5HIF,3836
2/27/17 22:06,IWTQ5T,1328
7/21/15 11:35,1TZQDZ,2351
11/3/16 7:59,1LYW47,225
10/31/14 8:49,QY02HA,1217
1/29/16 22:40,SE5X9U,698
10/26/16 1:19,8DYGHW,3239
2/27/17 7:23,72C6Y3,4417
2/16/17 7:28,MOTVAN,4243
1/16/17 20:24,RU7BDI,4062
4/9/16 16:30,AI5SZ4,4871
12/6/16 13:28,EJ2PRK,3260
3/24/16 12:30,Q9M5DZ,4615
12/30/16 9:31,5MNE1Q,21
3/3/16 7:28,UROFMZ,2753
1/13/17 9:07,6JI9BO,1098
12/17/16 16:08,UYDA8D,1537
10/26/15 9:02,AEJF2Y,1647
7/29/16 23:33,CXY554,3746
12/11/16 1:58,GCP82I,2607
4/7/15 20:54,VOR12L,2870
9/10/16 13:11,XGB35V,4017
1/23/17 10:56,YUHQJ6,540
12/15/16 17:40,RU7BDI,2330
1/11/16 5:39,15R3D0,3176
11/3/14 10:13,ZZGRSM,34
10/28/15 19:26,1LYW47,2609
8/26/16 12:27,WL07ZB,3163
7/8/16 10:24,VR88YD,2168
2/12/14 19:30,VX597U,2575
11/16/13 21:42,9NCC6I,1767
2/8/16 6:04,XUL7TT,3356
4/3/15 21:54,XUL7TT,2663
4/13/16 21:04,98WM2K,1615
4/26/16 23:03,HLE0F9,1892
11/3/15 8:03,QSY7GR,4878
11/22/16 2:22,YUHQJ6,2173
12/5/16 5:46,VR88YD,4398
2/8/17 23:49,DB2JA9,3134
9/20/16 5:17,YUHQJ6,1019
1/23/16 5:25,SE5X9U,2111
1/31/17 8:51,DGLPMQ,4053
8/23/16 17:52,RVHAGO,274
6/25/16 3:00,ZGJ4CZ,2633
2/17/17 17:03,FE91LN,1429
9/18/16 7:56,ZBW0OM,4337
10/1/16 2:02,FV36OA,4515
10/31/16 10:21,6XC4I2,571
9/2/16 6:28,15R3D0,1703
4/24/16 14:48,Q9M5DZ,55
12/16/16 9:43,QE0LB4,2071
1/27/17 18:17,VX597U,1393
3/24/15 7:35,98WM2K,884
12/26/16 21:57,7ZSWCS,3495
7/25/16 5:17,EH7LXL,1318
9/13/16 18:51,7377FX,1236
1/21/16 14:43,DB2JA9,521
10/10/16 8:31,EH7LXL,2370
1/8/17 19:26,9NCC6I,3670
8/20/15 14:01,MOTVAN,3878
10/22/15 5:16,FV36OA,1948
9/15/16 20:06,ZZGRSM,4182
10/6/15 12:43,705605,999
10/8/16 8:01,XGB35V,388
12/11/15 18:30,7377FX,4481
2/10/16 15:01,VR88YD,3642
12/27/13 3:27,T8RNOQ,128
11/3/14 4:39,ZBW0OM,2717
9/7/16 1:20,0IBF68,4405
2/20/17 10:06,WELZTZ,739
11/22/13 21:20,0IBF68,4825
1/14/17 15:03,EJ2PRK,2958
1/20/17 6:12,TTFAQ5,1572
2/25/17 9:06,YUHQJ6,1378
2/17/14 12:45,6HBW2A,1357
1/9/17 10:04,YEB8I4,4577
5/8/16 5:30,HLWXVF,1806
11/21/14 22:42,Y59GNL,2483
11/20/15 3:30,88UQUQ,1821
8/8/16 12:57,CPIAHO,3212
11/26/16 3:35,Z53CMW,4142
8/16/16 18:37,ZBW0OM,2714
3/12/16 4:20,VR88YD,450
12/18/16 4:34,EJ2PRK,2044
1/2/17 21:09,D2KOV6,3940
2/11/16 3:32,EH7LXL,199
12/29/16 13:35,ZZGRSM,646
9/4/16 13:30,0837KH,1753
8/26/15 9:49,GCP82I,1690
9/8/15 6:02,RK2JMQ,317
11/28/16 23:05,EH7LXL,2923
5/23/16 23:25,A20MP6,1913
1/23/17 23:19,3DNOOD,1024
12/29/15 11:16,T6E9B9,2084
4/29/16 8:23,A20MP6,558
4/26/16 6:59,8DYGHW,998
12/13/16 6:50,TTFAQ5,279
4/3/16 6:43,1LYW47,3816
10/29/16 22:52,DGLPMQ,4029
12/3/16 7:49,CXY554,4627
11/3/15 12:40,0837KH,1099
11/26/16 21:40,QE0LB4,4951
7/13/16 5:20,TJ5GIL,3412
9/10/16 3:08,VOR12L,4326
9/15/15 21:38,1TZQDZ,2007
11/15/15 20:34,FE91LN,4717
6/18/16 22:42,DB2JA9,1137
1/7/16 18:40,D8IC8B,74
9/10/16 18:21,6H7SPL,4216
5/25/15 20:08,AKO0SH,2040
1/11/17 7:21,VX597U,995
6/21/16 10:28,9VTGJV,1679
1/17/16 11:06,5MNE1Q,1935
5/23/15 10:24,OKAJCV,4401
2/17/17 7:45,9VTGJV,1911
1/14/17 1:21,VB9NP0,783
11/24/15 6:51,AI5SZ4,2577
2/17/17 1:55,D2KOV6,1620
12/25/16 4:39,ZZGRSM,838
3/22/16 4:59,R6T7R0,4016
5/22/15 10:57,D8IC8B,365
12/9/14 17:42,1TNQYO,141
2/18/17 3:41,3DNOOD,4275
11/26/16 18:44,XUL7TT,1510
1/9/17 16:01,5IHLGC,2839
11/29/16 21:23,LASSQ7,3801
10/20/15 21:16,OKAJCV,3443
12/1/15 13:48,AKO0SH,2826
11/9/16 9:56,ZZGRSM,1910
6/14/15 12:12,Q9M5DZ,4131
8/27/16 1:09,3DNOOD,812
11/13/13 16:24,15R3D0,3745
10/24/15 18:29,5IHLGC,3359
2/6/17 6:01,DB2JA9,1426
2/25/16 7:03,5MNE1Q,3850
11/2/15 22:50,OGMRY2,4004
12/23/16 4:13,Y59GNL,2097
5/22/16 21:37,VR88YD,1702
1/29/17 5:50,AEJF2Y,1386
3/6/16 20:53,DMWLE1,4487
11/6/15 19:32,VX597U,1860
2/27/17 7:58,VB9NP0,2875
1/28/17 11:59,1BRIGC,3506
5/26/16 4:33,VX597U,1409
10/31/15 22:32,OXIJAT,65
7/26/14 17:25,TI1ZOJ,1775
1/19/17 17:42,3DNOOD,2293
3/15/14 2:17,VOR12L,1683
1/5/17 22:49,QY02HA,323
11/10/16 22:17,83RCJF,2405
9/3/15 17:00,XUL7TT,2058
10/22/16 20:25,ZZGRSM,1556
12/9/16 13:57,S1LZNC,2835
11/10/16 14:56,5MNE1Q,4973
3/1/15 8:57,R6T7R0,1143
6/10/16 21:32,VB9NP0,3949
8/9/16 4:43,IWTQ5T,3115
5/4/16 19:23,3DNOOD,4340
12/17/16 22:46,9VTGJV,1392
9/4/16 0:33,83RCJF,1666
5/7/16 12:47,1ZDQF0,2682
10/7/16 18:40,HLE0F9,4518
11/13/16 13:45,83RCJF,1205
2/26/17 2:20,98WM2K,2098
7/2/15 17:41,72C6Y3,2078
2/22/17 16:35,TTFAQ5,584
11/15/16 2:42,1ZDQF0,886
10/25/15 7:50,HLE0F9,1126
5/16/16 6:00,6HBW2A,3191
8/3/16 6:32,Z53CMW,2733
9/3/16 22:31,EH7LXL,1437
2/23/17 23:14,RVHAGO,4320
2/15/17 1:18,Z53CMW,1532
9/23/16 3:43,ZGJ4CZ,212
12/3/15 17:56,YEB8I4,2441
12/3/16 17:56,HLWXVF,3238
5/26/15 19:22,6R883F,1551
2/14/16 1:40,AEJF2Y,768
1/1/17 4:12,Y59GNL,4594
3/30/14 22:41,OXIJAT,3491
12/16/15 21:55,7ZSWCS,933
12/26/16 21:18,U6S82Y,3001
1/30/17 9:11,RU7BDI,3189
5/20/16 13:51,JFJFGZ,1177
3/7/16 18:45,VOR12L,3272
6/12/14 15:08,Y59GNL,2137
2/11/17 10:09,5IHLGC,2552
1/24/15 22:02,VOR12L,2248
4/23/16 2:52,ZDNTT7,4800
10/22/15 5:59,9XR7SO,2279
1/22/17 8:00,YUHQJ6,2600
12/13/15 20:26,1TNQYO,4621
3/27/16 13:16,15R3D0,2979
11/27/16 16:44,RVHAGO,700
7/11/16 6:16,72C6Y3,6
1/4/15 23:56,RK2JMQ,1162
7/24/16 14:09,1UV5W9,4165
11/29/15 3:02,U6S82Y,2153
12/1/16 17:59,0837KH,2657
10/21/16 19:28,TJ5GIL,814
9/5/16 4:35,WELZTZ,3312
10/31/16 15:16,YEB8I4,704
12/14/16 22:30,RVHAGO,2535
11/16/14 19:03,9NCC6I,4065
1/22/16 16:48,5IHLGC,4119
12/19/16 15:31,8DYGHW,2110
7/1/16 8:49,TI1ZOJ,3210
4/30/16 18:24,98WM2K,4221
2/12/17 20:10,EH7LXL,4041
8/15/15 15:01,TJ5GIL,3905
1/1/17 22:09,7377FX,912
3/17/16 3:36,0837KH,4087
5/15/16 19:37,QSY7GR,1316
3/23/16 16:39,WELZTZ,1396
12/8/16 6:50,72C6Y3,4639
8/19/15 13:26,U6S82Y,3370
1/19/16 10:27,2IIPKA,2534
10/27/16 5:15,ZDNTT7,3062
11/13/15 5:05,6H7SPL,1657
7/4/16 16:41,A20MP6,1463
9/11/16 3:44,D2KOV6,408
5/23/16 12:51,9VTGJV,3758
9/13/16 13:24,AI5SZ4,2660
2/21/17 2:12,DGLPMQ,830
11/3/16 20:19,OGMRY2,2476
11/21/16 23:32,OKAJCV,908
1/9/17 13:44,UROFMZ,3481
6/4/14 8:11,TTFAQ5,1482
2/25/16 22:22,PVPBJ0,2283
2/11/17 0:16,EH7LXL,150
7/28/16 4:35,0IBF68,4633
10/31/16 19:57,FV36OA,4589
3/30/16 17:32,15R3D0,3243
5/9/15 22:04,VOR12L,2341
9/20/16 16:11,0IBF68,1330
1/25/17 23:55,Q9M5DZ,970
7/29/16 20:55,ZDNTT7,2101
12/21/16 3:27,TVGAEO,4997
12/4/16 20:43,OGMRY2,2574
1/10/16 8:32,PVPBJ0,4892
1/21/16 10:31,7ZSWCS,4834
3/18/16 2:06,6R883F,30
1/12/16 4:18,9VTGJV,104
2/19/17 5:54,UROFMZ,3021
6/29/15 1:32,IWTQ5T,4810
2/22/17 16:00,GCP82I,3032
1/30/17 2:16,15R3D0,2463
10/31/16 8:12,Z53CMW,4356
11/29/13 21:19,C4KVI2,2557
1/1/16 3:33,5IHLGC,3439
11/16/16 9:37,WL07ZB,2790
2/2/17 21:21,DMWLE1,1509
9/19/15 10:46,RU7BDI,4635
2/10/17 6:31,9VTGJV,348
2/14/17 20:51,S1LZNC,3380
10/19/16 2:50,VB9NP0,1885
2/6/16 18:10,6R883F,2228
2/20/15 15:09,1TNQYO,4982
7/7/16 5:42,VOR12L,3339
5/24/16 16:39,15R3D0,122
6/5/16 19:06,C4KVI2,2898
9/6/16 20:53,5MNE1Q,1415
10/25/16 19:35,705605,443
11/17/16 14:34,Y59GNL,1916
5/10/16 16:36,LASSQ7,2711
8/12/14 8:29,TI1ZOJ,354
1/25/16 9:24,6HBW2A,3962
8/21/16 19:24,RVHAGO,2494
6/27/16 20:23,T6E9B9,1438
2/27/17 21:33,6R883F,3038
9/7/15 9:21,9VTGJV,2623
8/12/16 3:44,UYDA8D,4130
7/12/16 13:13,1LYW47,567
1/12/14 13:03,HLWXVF,3529
1/31/15 20:38,5IHLGC,198
1/17/16 0:27,WELZTZ,3666
5/8/16 14:12,1TNQYO,856
12/4/16 5:20,VOR12L,1388
11/8/16 6:41,6HBW2A,4171
12/8/16 19:46,HLWXVF,1900
1/30/17 10:44,A20MP6,4300
8/4/15 13:13,8DYGHW,3761
9/25/16 11:18,0837KH,1315
8/8/16 2:21,6XC4I2,3244
7/4/15 13:50,1TNQYO,4538
8/19/16 11:18,FV36OA,1637
4/30/16 22:25,T8RNOQ,3998
2/23/16 3:24,WL07ZB,3625
10/21/16 14:33,VB9NP0,3659
3/5/15 9:20,HEXXCK,4206
1/19/17 10:10,FE91LN,2181
11/2/16 9:20,6XC4I2,4308
11/5/16 1:20,C4KVI2,4408
1/3/17 11:26,VX597U,4938
12/9/15 18:40,1UV5W9,3387
11/5/15 2:07,QSY7GR,3306
9/12/16 13:25,U3J25C,1696
12/12/16 21:40,CPIAHO,1743
9/18/16 12:35,DB2JA9,3960
12/19/16 13:20,7ZSWCS,802
1/6/16 6:09,EH7LXL,393
11/14/16 17:59,IWTQ5T,2169
11/4/14 2:14,705605,2642
10/2/16 6:35,2IIPKA,306
12/18/16 16:25,1TNQYO,2872
12/4/16 10:48,XGB35V,2155
2/26/16 9:33,T8RNOQ,4875
12/16/16 12:44,WL07ZB,1190
1/29/17 9:38,SE5X9U,4874
7/11/16 9:17,QY02HA,697
2/12/16 4:11,15R3D0,3787
10/29/16 9:10,FE91LN,329
2/4/15 5:50,9XR7SO,3596
7/29/15 3:04,D2KOV6,4440
5/28/15 1:21,6XC4I2,542
2/28/16 2:43,SE5X9U,4080
2/6/17 4:06,YEB8I4,1408
12/5/16 20:52,1ZDQF0,242
2/19/17 7:59,VOR12L,1594
9/10/16 2:08,9VTGJV,4661
11/15/14 3:48,WELZTZ,770
1/22/17 1:29,705605,2284
2/29/16 15:16,6JI9BO,2915
9/27/16 12:09,S1LZNC,3042
1/13/17 8:24,S1LZNC,1949
2/28/17 12:29,TTFAQ5,2227
2/10/15 8:00,705605,1056
10/11/14 17:19,6R883F,2762
10/15/16 9:44,705605,3280
1/16/16 10:27,ZZGRSM,2736
2/12/17 3:17,JFJFGZ,1645
9/4/15 7:58,Q9M5DZ,3168
7/11/16 23:55,7ZSWCS,1931
10/2/15 16:05,6H7SPL,1050
1/28/17 3:44,UROFMZ,3732
11/23/16 12:31,5IHLGC,4424
12/13/15 4:19,BW2R0T,2539
10/19/15 20:03,83RCJF,1117
12/12/16 7:39,TI1ZOJ,4226
10/31/16 11:17,YEB8I4,4816
11/14/15 18:59,5IHLGC,2669
2/27/17 5:17,YUHQJ6,2005
12/27/15 23:11,ZZGRSM,3990
4/17/16 10:07,D48AHX,619
10/7/15 18:05,U3J25C,3630
10/16/15 0:25,98WM2K,4566
1/4/17 8:14,VB9NP0,4906
10/28/16 2:06,HLE0F9,4576
6/3/16 3:54,EJ2PRK,4658
7/27/15 3:30,TVGAEO,1953
12/25/16 5:52,OXIJAT,4071
12/25/15 17:38,3J5HIF,2418
12/10/16 7:25,98WM2K,1603
3/20/16 6:07,R6T7R0,2599
2/28/17 7:51,T6E9B9,1027
4/3/15 12:21,705605,1685
7/7/16 15:44,1BRIGC,4377
12/7/16 21:16,CXY554,3296
2/1/16 20:09,AEJF2Y,3822
9/28/15 23:02,YUHQJ6,1111
4/26/16 16:31,HEXXCK,1462
11/14/16 12:51,GCP82I,1114
10/2/16 18:40,IWTQ5T,2079
11/6/16 3:09,WELZTZ,3968
12/25/15 2:04,7ZSWCS,1008
1/27/17 13:31,MOTVAN,2080
10/31/15 8:31,C4KVI2,4965
2/14/17 14:39,YUHQJ6,4536
7/17/16 23:53,1UV5W9,1619
9/16/16 9:11,VOR12L,875
3/22/16 3:39,LASSQ7,49
2/2/16 13:11,UYDA8D,4212
9/2/16 3:46,R6T7R0,2380
4/26/15 2:39,QE0LB4,3371
2/17/15 4:15,ZGJ4CZ,412
2/11/17 8:18,2IIPKA,1805
1/23/16 1:01,ZBW0OM,2587
9/10/16 0:54,VOR12L,2134
9/5/16 15:59,TI1ZOJ,1295
2/13/17 22:23,88UQUQ,2112
7/23/16 22:04,Q9M5DZ,757
8/13/14 3:08,3J5HIF,4464
11/1/16 0:06,6R883F,3606
8/10/15 18:57,AI5SZ4,344
4/18/16 13:59,1UV5W9,2944
2/12/17 17:52,WL07ZB,3555
10/26/16 0:04,88UQUQ,1693
1/17/17 18:15,705605,1895
3/5/16 4:21,TTFAQ5,4990
10/21/14 3:11,DGLPMQ,2601
4/28/15 19:51,AKO0SH,2806
6/25/16 14:05,U6S82Y,1608
5/28/16 6:00,1ZDQF0,1547
2/5/16 18:57,HEXXCK,538
3/6/16 2:20,SE5X9U,962
3/3/16 22:25,DB2JA9,3430
12/10/16 9:59,Q9M5DZ,3411
11/9/16 7:40,72C6Y3,4108
9/4/16 14:25,HLE0F9,1399
5/6/16 18:38,7ZSWCS,3966
12/16/16 18:26,TI1ZOJ,2012
10/16/15 12:12,DGLPMQ,1311
2/6/17 21:08,LASSQ7,1384
3/30/14 13:13,TI1ZOJ,4941
2/21/17 7:47,ZZGRSM,734
1/18/17 6:19,6HBW2A,2904
10/8/16 4:42,VR88YD,3563
2/8/16 5:14,GCP82I,4719
12/25/14 6:14,6JI9BO,2768
6/7/16 10:07,MOTVAN,4790
1/31/16 9:17,5MNE1Q,2723
1/9/14 7:25,XUL7TT,695
12/31/14 8:05,TI1ZOJ,1088
2/15/17 21:46,U3J25C,4653
9/17/16 12:50,OKAJCV,642
1/26/17 1:21,ZBW0OM,2980
10/7/16 0:33,YUHQJ6,513
8/4/16 5:32,LASSQ7,2813
12/28/16 2:12,MOTVAN,2673
4/7/16 11:31,8DYGHW,2132
4/4/16 17:10,9NCC6I,4380
12/25/16 11:52,TI1ZOJ,1576
7/12/15 11:32,D2KOV6,310
2/22/17 16:09,OKAJCV,2470
3/30/16 19:56,BW2R0T,3803
11/1/16 4:20,I5UB5Y,4814
3/31/15 2:54,TVGAEO,4152
1/16/16 10:50,VB9NP0,4177
3/23/16 19:18,72C6Y3,4402
3/15/16 17:13,1ZDQF0,591
2/8/17 20:35,E35Y1Z,4943
2/5/16 16:00,83RCJF,39
12/26/16 9:12,ZDNTT7,4474
9/26/16 23:56,OXIJAT,1784
2/19/17 2:24,1BRIGC,390
7/2/16 6:42,QE0LB4,4067
4/30/16 13:45,SE5X9U,2433
6/24/16 12:36,D2KOV6,4831
5/30/15 17:24,ZDNTT7,3827
1/8/17 7:36,VB9NP0,2837
7/17/15 2:09,9XR7SO,2497
3/1/16 5:08,T8RNOQ,3859
11/27/16 1:38,T8RNOQ,3897
7/16/14 8:06,8DYGHW,4098
9/30/16 6:35,D2KOV6,2740
2/27/17 14:25,15R3D0,2918
8/26/16 5:46,72C6Y3,2059
10/29/14 9:35,TI1ZOJ,2109
1/16/17 14:53,Z53CMW,4945
7/30/15 1:09,INNIQD,4968
1/30/17 17:55,EJ2PRK,795
2/17/16 18:31,TI1ZOJ,3323
12/26/16 6:59,IWTQ5T,434
2/16/17 13:42,4YEH04,1456
7/30/15 12:54,ZBW0OM,848
1/4/17 5:27,EJ2PRK,670
8/12/14 4:20,U6S82Y,2565
11/10/16 15:24,QY02HA,2034
11/18/16 18:41,INNIQD,2179
11/24/16 1:36,6JI9BO,2342
7/11/16 7:58,ZDNTT7,2453
12/16/15 20:41,OKAJCV,3721
11/14/15 4:21,Y59GNL,3178
10/6/15 20:24,R6T7R0,4788
4/8/16 6:52,QY02HA,1171
12/3/14 11:21,9NCC6I,2906
5/12/16 20:36,705605,2438
2/7/17 11:47,CXY554,2364
1/24/17 12:29,83RCJF,4993
10/8/16 7:11,BW2R0T,2224
9/29/14 12:17,2IIPKA,488
11/12/13 8:46,TI1ZOJ,3791
6/17/16 20:17,705605,3715
10/26/16 16:29,XGB35V,461
10/9/15 23:29,6XC4I2,2039
3/22/16 3:31,QY02HA,4316
2/16/17 17:09,A20MP6,1907
4/13/15 22:18,OKAJCV,3879
12/8/16 12:34,5IHLGC,4272
8/27/16 19:56,ZZGRSM,4909
1/17/17 16:46,YEB8I4,419
5/15/16 18:25,XGB35V,1541
2/28/16 5:32,U6S82Y,1706
1/12/15 2:03,RU7BDI,2297
8/24/16 14:54,JFJFGZ,3617
11/24/15 9:37,QSY7GR,4612
11/3/16 23:29,T6E9B9,793
12/22/16 13:31,8DYGHW,4247
4/13/16 10:19,T8RNOQ,3148
2/3/17 18:53,6R883F,350
3/26/16 7:01,MOTVAN,3109
11/7/16 4:37,EJ2PRK,1264
7/17/15 16:06,CXY554,4305
10/9/15 1:48,TI1ZOJ,4912
6/13/15 14:48,TTFAQ5,3082
8/17/16 11:57,OKAJCV,4505
12/27/16 20:14,HLWXVF,4860
3/5/14 23:03,88UQUQ,4432
11/20/15 15:30,GCP82I,897
5/28/16 8:12,7377FX,1363
12/3/16 22:32,6XC4I2,902
2/12/17 2:10,S1LZNC,4471
4/14/15 3:47,CPIAHO,2146
12/15/16 15:31,VB9NP0,2006
12/7/14 18:23,15R3D0,2378
3/16/15 0:20,5IHLGC,2924
6/7/16 3:32,DB2JA9,3092
8/7/16 23:39,UYDA8D,3693
7/5/16 11:41,5IHLGC,3688
4/7/16 15:01,AI5SZ4,2072
11/9/15 16:08,ZGJ4CZ,1630
2/27/17 15:59,TI1ZOJ,3465
7/4/16 5:00,QE0LB4,3587
2/3/17 7:32,6H7SPL,2779
8/10/16 13:58,6JI9BO,3029
2/19/17 6:36,AKO0SH,486
12/30/15 13:48,INNIQD,531
12/23/16 22:44,XUL7TT,3266
2/11/16 11:54,1ZDQF0,1999
7/2/16 12:11,DMWLE1,3581
6/11/15 3:24,WELZTZ,2584
1/1/16 16:34,3DNOOD,2874
12/18/15 15:57,FV36OA,1977
8/27/15 13:54,OGMRY2,61
12/19/16 15:58,WL07ZB,3510
11/25/15 13:52,IWTQ5T,4534
4/4/15 5:40,EH7LXL,936
1/27/17 8:23,XUL7TT,70
12/3/15 14:17,6R883F,1904
5/19/16 12:14,A20MP6,819
7/12/15 20:28,AEJF2Y,485
12/2/16 8:46,TTFAQ5,2591
9/7/16 5:36,6R883F,3811
10/27/16 7:35,U6S82Y,3053
11/12/13 2:40,83RCJF,602
8/13/15 3:50,Y59GNL,3449
7/18/16 3:02,YUHQJ6,4961
10/27/16 17:05,AEJF2Y,1796
12/3/16 20:45,T8RNOQ,3233
1/15/15 12:28,1ZDQF0,1927
8/23/16 14:12,A20MP6,2421
6/25/16 1:04,TVGAEO,1465
2/2/17 11:06,JFJFGZ,1012
1/7/16 12:03,6H7SPL,2929
3/15/16 5:15,VOR12L,368
5/24/16 5:46,9NCC6I,131
12/22/15 9:44,QY02HA,4318
2/14/15 1:32,1TZQDZ,470
2/13/17 18:27,9VTGJV,4662
10/11/16 1:31,D8IC8B,3308
6/1/16 9:02,5MNE1Q,4274
5/9/16 21:11,5IHLGC,3903
5/2/16 16:29,5MNE1Q,1901
12/4/16 18:04,DMWLE1,3848
5/6/15 9:30,4YEH04,4201
3/10/16 0:36,6JI9BO,1471
10/7/16 20:34,88UQUQ,4020
9/3/16 13:14,1LYW47,250
6/20/16 0:31,I5UB5Y,1874
10/17/16 16:30,UROFMZ,3564
12/24/16 7:11,MOTVAN,3156
12/16/16 23:59,XUL7TT,2458
4/16/16 14:50,DGLPMQ,3507
6/5/15 22:25,UROFMZ,3690
1/29/17 22:39,6HBW2A,4773
1/7/17 18:10,VX597U,560
10/5/16 8:57,6HBW2A,1216
5/17/14 0:12,Z53CMW,3989
2/21/17 3:33,6H7SPL,2866
11/11/16 5:53,OXIJAT,2443
3/16/16 18:59,RK2JMQ,3645
10/29/16 12:01,EJ2PRK,3450
12/24/16 2:12,6R883F,4086
2/27/15 14:22,5MNE1Q,4806
7/8/16 0:43,E35Y1Z,2002
8/9/16 11:08,2IIPKA,3985
11/2/15 5:51,U6S82Y,1481
9/14/16 14:21,1UV5W9,3125
3/26/16 2:43,PVPBJ0,433
6/25/14 3:10,ZZGRSM,713
1/9/17 6:05,AKO0SH,391
1/20/17 0:52,98WM2K,3558
3/5/15 2:55,AKO0SH,950
1/31/15 9:59,WL07ZB,2987
8/31/16 21:53,15R3D0,4863
11/18/15 15:47,GCP82I,4670
3/5/16 11:26,98WM2K,751
2/21/17 11:30,CXY554,1002
8/14/16 20:07,MOTVAN,811
8/21/14 5:36,D2KOV6,1312
11/16/16 18:26,TVGAEO,1607
10/17/16 6:45,LASSQ7,3571
5/20/15 13:26,EJ2PRK,3199
2/11/17 5:18,MOTVAN,604
1/26/17 5:39,0837KH,4748
3/24/14 18:14,7ZSWCS,965
6/15/16 6:40,AI5SZ4,2611
5/17/16 0:45,SE5X9U,3849
8/25/14 15:32,3DNOOD,1561
9/1/16 17:25,6JI9BO,270
4/9/16 0:47,15R3D0,3335
5/27/15 22:29,9NCC6I,2664
7/6/16 3:19,D2KOV6,654
11/18/16 14:21,4YEH04,4882
11/28/15 8:59,FV36OA,2804
1/20/17 21:13,QY02HA,4297
12/2/16 16:45,ZBW0OM,2836
9/12/14 9:19,0837KH,183
7/10/16 15:27,I5UB5Y,4214
12/20/16 8:58,LASSQ7,4174
3/11/16 18:50,6JI9BO,688
1/4/16 14:44,AEJF2Y,3010
9/9/16 21:09,Y59GNL,1389
1/24/15 21:34,15R3D0,687
4/22/15 3:13,VX597U,4824
4/23/16 18:21,HEXXCK,1540
2/7/16 15:06,83RCJF,3821
5/1/15 4:35,DGLPMQ,2546
3/28/16 15:24,RK2JMQ,4842
6/4/16 9:05,ZBW0OM,4217
12/22/16 22:02,D48AHX,4749
6/30/16 16:37,DB2JA9,273
2/25/17 3:51,D8IC8B,3422
2/21/15 12:33,9XR7SO,3619
12/9/13 17:01,1LYW47,215
9/29/16 9:15,1TZQDZ,3851
10/23/15 11:24,6R883F,2592
5/2/16 23:10,VX597U,2727
7/8/16 19:43,88UQUQ,203
6/25/15 13:50,ZZGRSM,1323
5/1/16 11:31,1LYW47,3483
2/28/17 21:00,ZDNTT7,135
10/20/15 12:06,YEB8I4,1793
11/9/15 19:42,8DYGHW,893
5/12/16 0:08,C4KVI2,481
10/19/13 14:44,JFJFGZ,4374
1/1/17 0:09,CPIAHO,1401
10/11/16 13:24,8DYGHW,3917
10/6/13 15:19,XUL7TT,928
3/7/16 16:21,XGB35V,2728
6/25/16 1:29,3J5HIF,4933
1/13/17 9:31,72C6Y3,4794
8/26/15 8:13,VB9NP0,4569
10/30/16 7:38,AKO0SH,4352
1/22/16 13:26,4YEH04,4252
9/6/16 4:02,1BRIGC,4011
11/1/15 15:30,9NCC6I,2886
5/12/15 5:53,FE91LN,4462
11/29/16 21:53,E35Y1Z,4918
1/11/17 4:15,DGLPMQ,574
12/15/16 22:11,3DNOOD,1533
9/22/15 2:57,VOR12L,40
11/29/16 14:24,CXY554,446
1/26/16 7:20,MOTVAN,4376
10/19/15 11:26,RK2JMQ,1065
1/22/17 14:28,U6S82Y,758
